"Scaffold DIA 2.1.0"
"Kong_042920.sdia"
"Summarization hierarchy: {}"
"   Comparison Level: MS Sample"
"   Biological Replicate Level: MS Sample"
"   Technical Replicate Level: MS Sample"
"The data below is summarized at the level of (MS Sample)"
"Statistical test: None"
""
"","","","","","","","","","Exclusive Intensity (Unnormalized)","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"#","Visible","Star","Protein Name","Accession Number","Molecular Weight","Identified Peptide Count","Protein Group Score","Quantitative Value","Kong_042920_DIA_01.mzML","Kong_042920_DIA_02.mzML","Kong_042920_DIA_03.mzML","Kong_042920_DIA_04.mzML","Kong_042920_DIA_05.mzML","Kong_042920_DIA_06.mzML","Kong_042920_DIA_07.mzML","Kong_042920_DIA_08.mzML","Kong_042920_DIA_09.mzML","Kong_042920_DIA_10.mzML","Kong_042920_DIA_100.mzML","Kong_042920_DIA_101.mzML","Kong_042920_DIA_102.mzML","Kong_042920_DIA_103.mzML","Kong_042920_DIA_104.mzML","Kong_042920_DIA_105.mzML","Kong_042920_DIA_106.mzML","Kong_042920_DIA_107.mzML","Kong_042920_DIA_108.mzML","Kong_042920_DIA_109.mzML","Kong_042920_DIA_11.mzML","Kong_042920_DIA_110.mzML","Kong_042920_DIA_111.mzML","Kong_042920_DIA_112.mzML","Kong_042920_DIA_113.mzML","Kong_042920_DIA_114.mzML","Kong_042920_DIA_115.mzML","Kong_042920_DIA_116.mzML","Kong_042920_DIA_117.mzML","Kong_042920_DIA_118.mzML","Kong_042920_DIA_119.mzML","Kong_042920_DIA_12.mzML","Kong_042920_DIA_120.mzML","Kong_042920_DIA_121.mzML","Kong_042920_DIA_122.mzML","Kong_042920_DIA_123.mzML","Kong_042920_DIA_124.mzML","Kong_042920_DIA_125.mzML","Kong_042920_DIA_126.mzML","Kong_042920_DIA_127.mzML","Kong_042920_DIA_128.mzML","Kong_042920_DIA_129.mzML","Kong_042920_DIA_13.mzML","Kong_042920_DIA_130.mzML","Kong_042920_DIA_131.mzML","Kong_042920_DIA_132.mzML","Kong_042920_DIA_133.mzML","Kong_042920_DIA_134.mzML","Kong_042920_DIA_135.mzML","Kong_042920_DIA_136.mzML","Kong_042920_DIA_137.mzML","Kong_042920_DIA_138.mzML","Kong_042920_DIA_139.mzML","Kong_042920_DIA_14.mzML","Kong_042920_DIA_140.mzML","Kong_042920_DIA_141.mzML","Kong_042920_DIA_142.mzML","Kong_042920_DIA_143.mzML","Kong_042920_DIA_144.mzML","Kong_042920_DIA_145.mzML","Kong_042920_DIA_146.mzML","Kong_042920_DIA_147.mzML","Kong_042920_DIA_148.mzML","Kong_042920_DIA_149.mzML","Kong_042920_DIA_15.mzML","Kong_042920_DIA_150.mzML","Kong_042920_DIA_151.mzML","Kong_042920_DIA_152.mzML","Kong_042920_DIA_153.mzML","Kong_042920_DIA_154.mzML","Kong_042920_DIA_155.mzML","Kong_042920_DIA_156.mzML","Kong_042920_DIA_157.mzML","Kong_042920_DIA_158.mzML","Kong_042920_DIA_159.mzML","Kong_042920_DIA_16.mzML","Kong_042920_DIA_160.mzML","Kong_042920_DIA_161.mzML","Kong_042920_DIA_162.mzML","Kong_042920_DIA_163.mzML","Kong_042920_DIA_164.mzML","Kong_042920_DIA_165.mzML","Kong_042920_DIA_166.mzML","Kong_042920_DIA_167.mzML","Kong_042920_DIA_168.mzML","Kong_042920_DIA_17.mzML","Kong_042920_DIA_18.mzML","Kong_042920_DIA_19.mzML","Kong_042920_DIA_20.mzML","Kong_042920_DIA_21.mzML","Kong_042920_DIA_22.mzML","Kong_042920_DIA_23.mzML","Kong_042920_DIA_24.mzML","Kong_042920_DIA_25.mzML","Kong_042920_DIA_26.mzML","Kong_042920_DIA_27.mzML","Kong_042920_DIA_28.mzML","Kong_042920_DIA_29.mzML","Kong_042920_DIA_30.mzML","Kong_042920_DIA_31.mzML","Kong_042920_DIA_32.mzML","Kong_042920_DIA_33.mzML","Kong_042920_DIA_34.mzML","Kong_042920_DIA_35.mzML","Kong_042920_DIA_36.mzML","Kong_042920_DIA_37.mzML","Kong_042920_DIA_38.mzML","Kong_042920_DIA_39.mzML","Kong_042920_DIA_40.mzML","Kong_042920_DIA_41.mzML","Kong_042920_DIA_42.mzML","Kong_042920_DIA_43.mzML","Kong_042920_DIA_44.mzML","Kong_042920_DIA_45.mzML","Kong_042920_DIA_46.mzML","Kong_042920_DIA_47.mzML","Kong_042920_DIA_48.mzML","Kong_042920_DIA_49.mzML","Kong_042920_DIA_50.mzML","Kong_042920_DIA_51.mzML","Kong_042920_DIA_52.mzML","Kong_042920_DIA_53.mzML","Kong_042920_DIA_54.mzML","Kong_042920_DIA_55.mzML","Kong_042920_DIA_56.mzML","Kong_042920_DIA_57.mzML","Kong_042920_DIA_58.mzML","Kong_042920_DIA_59.mzML","Kong_042920_DIA_60.mzML","Kong_042920_DIA_61.mzML","Kong_042920_DIA_62.mzML","Kong_042920_DIA_63.mzML","Kong_042920_DIA_64.mzML","Kong_042920_DIA_65.mzML","Kong_042920_DIA_66.mzML","Kong_042920_DIA_67.mzML","Kong_042920_DIA_68.mzML","Kong_042920_DIA_69.mzML","Kong_042920_DIA_70.mzML","Kong_042920_DIA_71.mzML","Kong_042920_DIA_72.mzML","Kong_042920_DIA_73.mzML","Kong_042920_DIA_74.mzML","Kong_042920_DIA_75.mzML","Kong_042920_DIA_76.mzML","Kong_042920_DIA_77.mzML","Kong_042920_DIA_78.mzML","Kong_042920_DIA_79.mzML","Kong_042920_DIA_80.mzML","Kong_042920_DIA_81.mzML","Kong_042920_DIA_82.mzML","Kong_042920_DIA_83.mzML","Kong_042920_DIA_84.mzML","Kong_042920_DIA_85.mzML","Kong_042920_DIA_86.mzML","Kong_042920_DIA_87.mzML","Kong_042920_DIA_88.mzML","Kong_042920_DIA_89.mzML","Kong_042920_DIA_90.mzML","Kong_042920_DIA_91.mzML","Kong_042920_DIA_92.mzML","Kong_042920_DIA_93.mzML","Kong_042920_DIA_94.mzML","Kong_042920_DIA_95.mzML","Kong_042920_DIA_96.mzML","Kong_042920_DIA_97.mzML","Kong_042920_DIA_98.mzML","Kong_042920_DIA_99.mzML","Kong_042920_Pool.mzML","Kong_042920_Pool_20200604114204.mzML","Kong_042920_Pool_20200605100630.mzML","Kong_042920_Pool_20200606083048.mzML","Kong_042920_Pool_20200607065515.mzML","Kong_042920_Pool_20200608051932.mzML","Kong_042920_Pool_20200609034348.mzML","Kong_042920_Pool_20200610020804.mzML","Kong_042920_Pool_20200611003235.mzML","Kong_042920_Pool_20200611225703.mzML","Kong_042920_Pool_20200612212135.mzML","Kong_042920_Pool_20200613194612.mzML","Kong_042920_Pool_20200614181033.mzML","Kong_042920_Pool_20200615163501.mzML"
"1","true","Empty","Group of sp|P14448|FIBA_CHICK Fibrinogen alpha chain OS=Gallus gallus (Chicken) OX=9031 GN=FGA PE=1 SV=4","sp|P14448|FIBA_CHICK (+1)","","36","1.0","","5,806,521,000","9,449,785,000","15,204,680,000","11,615,570,000","10,249,800,000","4,758,982,000","9,377,846,000","8,055,945,000","7,809,769,000","3,774,981,000","2,427,907,000","3,739,783,000","4,489,252,000","4,035,966,000","6,485,807,000","5,624,722,000","5,140,611,000","4,019,197,000","4,337,033,000","3,145,676,000","7,378,897,000","5,872,972,000","5,959,429,000","6,059,720,000","6,266,165,000","4,627,558,000","6,305,172,000","6,687,562,000","4,973,706,000","3,786,413,000","3,635,834,000","6,547,727,000","10,260,340,000","4,372,347,000","3,652,928,000","5,081,007,000","3,960,610,000","8,351,351,000","8,871,696,000","6,038,679,000","1,753,524,000","2,818,190,000","6,990,714,000","4,119,326,000","5,892,453,000","3,429,205,000","4,241,119,000","4,006,491,000","4,160,289,000","4,193,933,000","4,706,634,000","5,847,608,000","6,174,499,000","9,921,215,000","7,137,955,000","3,845,623,000","4,268,036,000","3,327,343,000","3,562,352,000","3,069,733,000","4,052,039,000","3,203,922,000","2,895,416,000","3,125,365,000","10,727,590,000","2,393,729,000","1,824,303,000","3,601,736,000","4,476,288,000","4,443,890,000","3,480,245,000","4,512,548,000","3,737,747,000","3,304,690,000","4,636,723,000","11,036,400,000","5,662,981,000","8,290,251,000","5,394,471,000","6,245,107,000","3,644,307,000","8,427,195,000","5,474,220,000","5,849,213,000","7,027,175,000","8,809,786,000","6,764,809,000","11,207,950,000","8,602,991,000","6,219,651,000","8,251,330,000","6,152,384,000","8,254,918,000","7,301,048,000","7,190,105,000","8,602,216,000","6,232,927,000","13,421,230,000","9,364,573,000","9,414,036,000","9,417,200,000","12,943,790,000","11,181,770,000","9,647,760,000","5,554,941,000","9,507,502,000","9,866,336,000","5,772,970,000","7,773,155,000","8,766,501,000","13,798,160,000","11,514,600,000","958,548,500","10,063,330,000","8,047,635,000","10,403,450,000","7,577,287,000","6,349,996,000","6,292,834,000","5,143,671,000","5,335,870,000","5,549,735,000","7,903,623,000","6,045,167,000","6,003,562,000","6,774,813,000","6,425,319,000","7,878,237,000","11,181,110,000","8,155,872,000","4,584,491,000","11,548,050,000","9,697,633,000","10,413,010,000","5,613,950,000","12,637,430,000","11,992,870,000","8,999,332,000","8,300,196,000","15,431,360,000","9,770,243,000","10,136,010,000","10,726,020,000","4,834,929,000","8,095,864,000","6,800,390,000","5,172,100,000","9,219,034,000","8,089,591,000","6,770,976,000","6,301,476,000","6,632,645,000","7,712,287,000","4,852,649,000","7,651,929,000","6,455,570,000","5,411,164,000","5,916,816,000","6,353,093,000","6,633,912,000","5,234,543,000","2,806,395,000","6,261,764,000","6,236,925,000","6,885,363,000","7,542,011,000","5,272,497,000","5,097,614,000","4,688,643,000","5,205,656,000","4,836,330,000","5,338,871,000","5,177,645,000","4,617,499,000","4,715,210,000","4,370,744,000","4,248,623,000","3,876,459,000","4,104,653,000","4,452,896,000","4,296,925,000","3,984,451,000"
"1.1","true","Empty","sp|P14448|FIBA_CHICK Fibrinogen alpha chain OS=Gallus gallus (Chicken) OX=9031 GN=FGA PE=1 SV=4","sp|P14448|FIBA_CHICK","82 kDa","36","1.0","","5,806,521,000","9,449,785,000","15,204,680,000","11,615,570,000","10,249,800,000","4,758,982,000","9,377,846,000","8,055,945,000","7,809,769,000","3,774,981,000","2,427,907,000","3,739,783,000","4,489,252,000","4,035,966,000","6,485,807,000","5,624,722,000","5,140,611,000","4,019,197,000","4,337,033,000","3,145,676,000","7,378,897,000","5,872,972,000","5,959,429,000","6,059,720,000","6,266,165,000","4,627,558,000","6,305,172,000","6,687,562,000","4,973,706,000","3,786,413,000","3,635,834,000","6,547,727,000","10,260,340,000","4,372,347,000","3,652,928,000","5,081,007,000","3,960,610,000","8,351,351,000","8,871,696,000","6,038,679,000","1,753,524,000","2,818,190,000","6,990,714,000","4,119,326,000","5,892,453,000","3,429,205,000","4,241,119,000","4,006,491,000","4,160,289,000","4,193,933,000","4,706,634,000","5,847,608,000","6,174,499,000","9,921,215,000","7,137,955,000","3,845,623,000","4,268,036,000","3,327,343,000","3,562,352,000","3,069,733,000","4,052,039,000","3,203,922,000","2,895,416,000","3,125,365,000","10,727,590,000","2,393,729,000","1,824,303,000","3,601,736,000","4,476,288,000","4,443,890,000","3,480,245,000","4,512,548,000","3,737,747,000","3,304,690,000","4,636,723,000","11,036,400,000","5,662,981,000","8,290,251,000","5,394,471,000","6,245,107,000","3,644,307,000","8,427,195,000","5,474,220,000","5,849,213,000","7,027,175,000","8,809,786,000","6,764,809,000","11,207,950,000","8,602,991,000","6,219,651,000","8,251,330,000","6,152,384,000","8,254,918,000","7,301,048,000","7,190,105,000","8,602,216,000","6,232,927,000","13,421,230,000","9,364,573,000","9,414,036,000","9,417,200,000","12,943,790,000","11,181,770,000","9,647,760,000","5,554,941,000","9,507,502,000","9,866,336,000","5,772,970,000","7,773,155,000","8,766,501,000","13,798,160,000","11,514,600,000","958,548,500","10,063,330,000","8,047,635,000","10,403,450,000","7,577,287,000","6,349,996,000","6,292,834,000","5,143,671,000","5,335,870,000","5,549,735,000","7,903,623,000","6,045,167,000","6,003,562,000","6,774,813,000","6,425,319,000","7,878,237,000","11,181,110,000","8,155,872,000","4,584,491,000","11,548,050,000","9,697,633,000","10,413,010,000","5,613,950,000","12,637,430,000","11,992,870,000","8,999,332,000","8,300,196,000","15,431,360,000","9,770,243,000","10,136,010,000","10,726,020,000","4,834,929,000","8,095,864,000","6,800,390,000","5,172,100,000","9,219,034,000","8,089,591,000","6,770,976,000","6,301,476,000","6,632,645,000","7,712,287,000","4,852,649,000","7,651,929,000","6,455,570,000","5,411,164,000","5,916,816,000","6,353,093,000","6,633,912,000","5,234,543,000","2,806,395,000","6,261,764,000","6,236,925,000","6,885,363,000","7,542,011,000","5,272,497,000","5,097,614,000","4,688,643,000","5,205,656,000","4,836,330,000","5,338,871,000","5,177,645,000","4,617,499,000","4,715,210,000","4,370,744,000","4,248,623,000","3,876,459,000","4,104,653,000","4,452,896,000","4,296,925,000","3,984,451,000"
"1.2","true","Empty","tr|F1P4V1|F1P4V1_CHICK Fibrinogen C-terminal domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=FGA PE=4 SV=3","tr|F1P4V1|F1P4V1_CHICK","82 kDa","36","1.0","","5,806,521,000","9,449,785,000","15,204,680,000","11,615,570,000","10,249,800,000","4,758,982,000","9,377,846,000","8,055,945,000","7,809,769,000","3,774,981,000","2,427,907,000","3,739,783,000","4,489,252,000","4,035,966,000","6,485,807,000","5,624,722,000","5,140,611,000","4,019,197,000","4,337,033,000","3,145,676,000","7,378,897,000","5,872,972,000","5,959,429,000","6,059,720,000","6,266,165,000","4,627,558,000","6,305,172,000","6,687,562,000","4,973,706,000","3,786,413,000","3,635,834,000","6,547,727,000","10,260,340,000","4,372,347,000","3,652,928,000","5,081,007,000","3,960,610,000","8,351,351,000","8,871,696,000","6,038,679,000","1,753,524,000","2,818,190,000","6,990,714,000","4,119,326,000","5,892,453,000","3,429,205,000","4,241,119,000","4,006,491,000","4,160,289,000","4,193,933,000","4,706,634,000","5,847,608,000","6,174,499,000","9,921,215,000","7,137,955,000","3,845,623,000","4,268,036,000","3,327,343,000","3,562,352,000","3,069,733,000","4,052,039,000","3,203,922,000","2,895,416,000","3,125,365,000","10,727,590,000","2,393,729,000","1,824,303,000","3,601,736,000","4,476,288,000","4,443,890,000","3,480,245,000","4,512,548,000","3,737,747,000","3,304,690,000","4,636,723,000","11,036,400,000","5,662,981,000","8,290,251,000","5,394,471,000","6,245,107,000","3,644,307,000","8,427,195,000","5,474,220,000","5,849,213,000","7,027,175,000","8,809,786,000","6,764,809,000","11,207,950,000","8,602,991,000","6,219,651,000","8,251,330,000","6,152,384,000","8,254,918,000","7,301,048,000","7,190,105,000","8,602,216,000","6,232,927,000","13,421,230,000","9,364,573,000","9,414,036,000","9,417,200,000","12,943,790,000","11,181,770,000","9,647,760,000","5,554,941,000","9,507,502,000","9,866,336,000","5,772,970,000","7,773,155,000","8,766,501,000","13,798,160,000","11,514,600,000","958,548,500","10,063,330,000","8,047,635,000","10,403,450,000","7,577,287,000","6,349,996,000","6,292,834,000","5,143,671,000","5,335,870,000","5,549,735,000","7,903,623,000","6,045,167,000","6,003,562,000","6,774,813,000","6,425,319,000","7,878,237,000","11,181,110,000","8,155,872,000","4,584,491,000","11,548,050,000","9,697,633,000","10,413,010,000","5,613,950,000","12,637,430,000","11,992,870,000","8,999,332,000","8,300,196,000","15,431,360,000","9,770,243,000","10,136,010,000","10,726,020,000","4,834,929,000","8,095,864,000","6,800,390,000","5,172,100,000","9,219,034,000","8,089,591,000","6,770,976,000","6,301,476,000","6,632,645,000","7,712,287,000","4,852,649,000","7,651,929,000","6,455,570,000","5,411,164,000","5,916,816,000","6,353,093,000","6,633,912,000","5,234,543,000","2,806,395,000","6,261,764,000","6,236,925,000","6,885,363,000","7,542,011,000","5,272,497,000","5,097,614,000","4,688,643,000","5,205,656,000","4,836,330,000","5,338,871,000","5,177,645,000","4,617,499,000","4,715,210,000","4,370,744,000","4,248,623,000","3,876,459,000","4,104,653,000","4,452,896,000","4,296,925,000","3,984,451,000"
"2","true","Empty","tr|A0A1L1S0P1|A0A1L1S0P1_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=PIT54 PE=4 SV=2","tr|A0A1L1S0P1|A0A1L1S0P1_CHICK","51 kDa","17","0.9999999999999999","","12,941,290,000","15,340,910,000","22,761,740,000","20,405,880,000","15,615,390,000","3,662,720,000","7,721,760,000","17,824,980,000","18,532,450,000","5,632,954,000","5,093,731,000","8,535,194,000","9,386,025,000","6,187,516,000","10,467,500,000","4,379,458,000","11,371,220,000","6,665,950,000","7,900,517,000","6,635,631,000","6,259,344,000","5,138,455,000","7,032,269,000","6,200,165,000","16,325,800,000","9,479,651,000","7,980,796,000","7,666,579,000","4,595,921,000","4,668,825,000","4,686,410,000","4,510,012,000","14,190,530,000","7,661,025,000","6,496,911,000","6,054,201,000","4,287,640,000","7,987,476,000","6,457,782,000","11,790,710,000","9,167,153,000","7,779,046,000","6,041,916,000","7,145,781,000","8,085,187,000","4,702,832,000","5,192,983,000","8,466,666,000","9,670,243,000","8,086,660,000","6,891,247,000","5,884,746,000","7,959,374,000","7,388,350,000","7,801,696,000","11,200,690,000","10,391,720,000","7,220,817,000","5,200,835,000","4,769,811,000","5,169,182,000","4,388,459,000","7,556,815,000","7,050,793,000","21,499,200,000","5,341,615,000","2,685,073,000","4,563,870,000","5,217,512,000","4,538,634,000","10,229,410,000","10,104,940,000","10,367,970,000","4,952,334,000","7,948,004,000","16,765,250,000","7,710,577,000","8,182,188,000","13,852,560,000","12,736,250,000","5,727,311,000","10,233,030,000","6,587,517,000","7,330,784,000","4,786,189,000","11,321,390,000","8,160,476,000","12,266,490,000","9,232,466,000","6,217,739,000","12,918,520,000","12,235,790,000","10,250,930,000","6,715,065,000","7,916,424,000","9,574,252,000","6,509,864,000","16,231,110,000","14,962,920,000","12,390,970,000","7,264,745,000","9,602,571,000","13,714,930,000","9,480,317,000","14,123,810,000","18,288,030,000","20,502,540,000","9,770,929,000","18,695,500,000","12,072,750,000","17,798,850,000","20,090,600,000","3,973,616,000","15,395,950,000","8,481,218,000","8,729,752,000","6,584,741,000","5,391,913,000","15,162,100,000","11,040,140,000","11,925,540,000","8,223,112,000","7,533,040,000","8,681,291,000","5,318,604,000","11,342,620,000","10,023,550,000","8,411,369,000","10,230,310,000","7,258,382,000","6,004,010,000","8,963,890,000","14,254,270,000","14,120,400,000","6,487,217,000","9,274,243,000","8,689,569,000","7,835,622,000","5,916,114,000","17,462,460,000","11,103,080,000","13,030,800,000","10,661,770,000","4,134,034,000","6,070,295,000","4,271,646,000","6,753,558,000","10,594,090,000","9,613,458,000","5,181,012,000","3,886,824,000","4,260,348,000","3,632,714,000","9,257,091,000","9,569,355,000","10,598,480,000","6,543,185,000","5,327,441,000","5,150,238,000","5,845,413,000","10,381,960,000","8,117,653,000","8,198,285,000","7,174,239,000","5,440,211,000","5,578,913,000","4,569,375,000","9,485,960,000","9,542,705,000","8,199,833,000","7,985,687,000","8,779,967,000","8,436,119,000","6,855,838,000","7,319,830,000","6,456,818,000","6,133,135,000","5,691,480,000","5,957,532,000","6,026,188,000","5,966,762,000","5,276,168,000"
"3","true","Empty","tr|E1BV78|E1BV78_CHICK Fibrinogen C-terminal domain-containing protein OS=Gallus gallus (Chicken) OX=9031 GN=FGG PE=4 SV=2","tr|E1BV78|E1BV78_CHICK","50 kDa","26","0.9999999999999998","","5,058,308,000","7,928,811,000","13,424,180,000","9,512,055,000","9,115,484,000","4,655,546,000","7,672,338,000","6,078,125,000","5,466,472,000","3,005,005,000","2,208,969,000","3,200,744,000","3,922,424,000","3,502,832,000","5,888,326,000","5,166,765,000","3,969,082,000","3,400,097,000","3,981,521,000","2,687,373,000","6,264,088,000","5,027,456,000","4,567,980,000","4,776,246,000","5,307,718,000","3,910,693,000","4,671,604,000","5,345,065,000","4,247,429,000","3,286,063,000","3,448,923,000","5,246,534,000","9,765,567,000","3,527,533,000","3,086,550,000","4,671,789,000","3,566,132,000","6,854,949,000","7,408,723,000","4,975,235,000","1,432,207,000","2,554,375,000","5,991,209,000","3,487,359,000","5,461,985,000","3,302,941,000","3,794,637,000","3,287,796,000","3,333,142,000","3,510,964,000","3,983,253,000","5,121,850,000","5,491,292,000","7,815,963,000","6,715,551,000","4,020,133,000","4,134,215,000","3,109,053,000","3,681,209,000","2,969,719,000","3,941,375,000","2,762,700,000","2,528,975,000","2,784,914,000","8,180,356,000","2,098,366,000","1,790,729,000","3,109,995,000","4,056,856,000","3,844,947,000","2,876,524,000","3,942,717,000","3,698,881,000","2,975,117,000","4,103,986,000","8,524,274,000","4,987,771,000","7,068,497,000","4,584,259,000","5,125,259,000","3,133,047,000","6,397,851,000","5,221,937,000","5,088,655,000","5,748,429,000","7,102,759,000","5,384,825,000","9,534,263,000","7,415,461,000","6,176,560,000","5,823,364,000","5,205,130,000","6,395,154,000","6,131,169,000","5,265,023,000","6,654,294,000","5,137,056,000","9,680,590,000","7,555,903,000","7,683,972,000","7,199,047,000","10,401,720,000","9,373,050,000","8,525,303,000","4,834,621,000","8,380,119,000","7,664,525,000","5,128,220,000","6,232,776,000","6,930,309,000","9,847,937,000","9,066,614,000","792,299,800","8,525,865,000","6,636,535,000","8,716,956,000","6,194,082,000","4,904,564,000","5,541,089,000","4,701,500,000","4,765,790,000","5,212,348,000","7,095,619,000","5,594,948,000","5,310,656,000","5,558,358,000","5,131,431,000","6,152,722,000","9,537,970,000","7,173,183,000","4,191,623,000","9,529,847,000","7,915,225,000","8,825,082,000","4,767,737,000","10,019,250,000","9,272,879,000","7,359,091,000","7,539,892,000","12,172,490,000","7,813,698,000","8,155,693,000","9,369,099,000","4,326,912,000","6,881,010,000","6,162,376,000","4,989,589,000","9,013,691,000","7,051,986,000","6,150,398,000","6,456,449,000","5,837,665,000","7,239,615,000","4,475,659,000","6,918,965,000","5,247,156,000","4,738,720,000","4,717,944,000","4,611,996,000","5,438,097,000","4,462,577,000","2,023,320,000","5,156,326,000","4,934,412,000","5,879,205,000","6,482,105,000","4,328,185,000","4,377,737,000","4,762,505,000","5,187,592,000","4,400,879,000","5,212,096,000","5,019,911,000","4,343,419,000","4,781,042,000","4,342,246,000","4,243,700,000","3,813,784,000","3,806,663,000","3,906,804,000","4,078,212,000","3,699,946,000"
"4","true","Empty","tr|A0A1L1RNR4|A0A1L1RNR4_CHICK Kininogen 1 OS=Gallus gallus (Chicken) OX=9031 GN=KNG1 PE=4 SV=2","tr|A0A1L1RNR4|A0A1L1RNR4_CHICK","62 kDa","17","0.9999999999999986","","925,965,300","754,373,400","1,019,422,000","1,228,679,000","1,501,321,000","909,007,800","1,018,565,000","1,052,554,000","1,267,008,000","383,349,800","306,927,500","478,704,000","451,273,600","441,299,500","785,226,100","419,799,700","525,475,500","503,751,300","474,373,900","601,399,900","575,200,200","579,613,900","828,564,600","645,018,600","804,761,700","722,795,500","700,077,600","876,267,100","606,930,900","586,024,400","569,350,500","566,571,700","931,618,900","719,492,200","525,978,800","443,475,500","549,193,200","813,315,900","591,062,100","567,680,100","475,865,800","524,343,600","778,179,700","550,152,700","844,197,500","440,996,300","518,267,300","372,928,600","508,538,200","467,155,300","472,845,100","551,241,100","544,444,100","881,607,600","475,104,700","583,483,300","649,973,700","633,992,300","461,944,600","563,872,200","608,428,100","480,451,100","399,588,600","453,019,100","1,363,128,000","379,639,600","256,521,900","467,783,500","510,907,800","480,618,900","649,945,100","898,442,400","836,186,600","482,610,300","1,054,018,000","1,023,159,000","924,264,900","940,120,700","810,413,500","790,686,900","414,734,500","775,866,000","616,739,800","667,008,000","509,117,000","932,329,000","726,318,200","1,212,589,000","830,428,000","817,268,900","741,811,600","814,300,500","762,613,000","732,969,000","801,896,900","836,519,000","757,773,600","1,009,425,000","961,147,400","939,625,400","709,403,000","1,429,044,000","1,167,103,000","1,018,364,000","638,585,000","1,231,434,000","1,211,612,000","656,700,800","1,558,255,000","842,214,400","1,331,321,000","1,244,034,000","290,715,700","1,110,281,000","744,130,000","869,025,600","579,182,600","580,443,000","803,218,700","568,610,800","619,638,100","614,029,100","785,472,700","717,860,400","623,019,000","629,018,100","746,775,300","780,034,300","958,527,500","823,715,400","746,626,100","1,003,491,000","1,074,259,000","1,227,792,000","738,835,000","1,100,659,000","1,199,000,000","1,059,744,000","892,598,100","1,008,776,000","1,045,455,000","1,297,273,000","1,264,398,000","688,864,500","861,465,500","703,353,600","479,837,500","714,371,000","1,017,195,000","872,386,900","864,989,400","774,972,100","623,535,000","920,131,800","680,109,200","709,099,300","613,976,500","554,498,400","613,088,600","631,890,800","769,592,800","610,848,500","534,037,200","513,529,700","485,274,500","581,122,800","401,019,600","523,407,100","769,832,800","767,884,400","707,618,500","814,418,600","697,704,900","691,515,300","675,115,600","643,203,900","628,166,400","504,906,300","564,685,000","578,747,800","579,829,000","548,671,200"
"5","true","Empty","tr|F1NL38|F1NL38_CHICK Uncharacterized protein OS=Gallus gallus (Chicken) OX=9031 GN=HRG PE=4 SV=4","tr|F1NL38|F1NL38_CHICK","123 kDa","17","0.9999999999999984","","253,971,000","416,906,800","479,310,900","599,771,200","505,273,500","198,902,900","685,439,300","923,940,200","1,412,409,000","439,472,700","334,433,000","634,066,100","697,164,300","636,339,700","1,288,537,000","566,078,000","361,623,100","296,299,700","334,474,900","438,195,900","962,139,900","554,949,100","596,629,000","707,727,200","189,413,700","267,385,800","259,462,100","353,347,100","351,008,500","165,289,200","250,884,700","1,009,638,000","855,611,700","1,103,357,000","964,911,600","1,209,395,000","918,361,500","1,773,128,000","1,594,909,000","156,016,500","145,396,800","178,191,500","895,769,200","157,101,800","197,640,300","153,000,300","163,327,500","173,289,600","396,878,500","287,753,500","294,374,200","380,094,200","390,364,900","1,440,847,000","466,513,500","807,379,600","962,192,700","1,095,720,000","1,085,325,000","925,083,200","1,122,546,000","944,957,700","163,504,500","229,456,600","628,933,800","153,294,300","140,008,200","186,329,600","189,529,800","239,941,800","525,214,700","1,082,083,000","1,514,224,000","947,307,500","1,355,463,000","1,076,556,000","1,799,737,000","2,545,976,000","355,434,300","357,789,000","210,089,300","443,053,100","417,753,600","401,809,400","302,965,900","819,927,500","793,023,900","1,250,707,000","1,165,924,000","979,404,300","321,359,700","610,930,300","437,469,100","286,301,900","426,434,500","615,115,500","541,609,700","743,679,100","949,317,000","901,573,000","645,021,400","938,093,600","1,391,362,000","1,020,955,000","294,559,100","431,841,600","522,735,200","303,918,800","447,742,800","444,872,300","1,134,770,000","889,379,600","436,337,900","1,341,996,000","910,224,300","959,778,600","940,455,200","520,148,600","436,288,100","400,382,600","500,783,300","492,926,800","504,984,000","471,766,400","555,241,700","329,315,000","370,538,500","472,985,300","724,858,700","384,725,300","449,369,000","626,323,500","272,640,100","606,103,800","415,640,800","574,316,700","632,750,300","631,513,500","548,406,200","862,254,700","1,623,795,000","1,622,241,000","1,890,526,000","626,962,000","1,725,593,000","1,750,189,000","206,472,500","675,885,400","400,712,400","368,751,900","316,462,600","435,097,000","468,232,600","465,728,500","841,691,200","1,103,262,000","1,071,342,000","1,047,445,000","885,571,600","965,575,000","275,432,300","291,326,700","266,614,800","281,849,300","249,898,300","236,061,400","182,663,600","405,903,900","427,318,400","437,115,700","396,349,900","428,047,200","480,182,200","376,222,900","386,114,100","353,391,400","341,082,000","336,995,500","328,244,300","335,733,200","327,085,200","319,307,800"
