Contrast_name
C_2 - C_1
C_3 - C_1
C_4 - C_1
C_5 - C_1
C_6 - C_1
C_7 - C_1
W_2 - W_1
W_3 - W_1
W_4 - W_1
W_5 - W_1
W_6 - W_1
W_7 - W_1
W_1 - C_1
W_2 - C_2
W_3 - C_3
W_4 - C_4
W_5 - C_5
W_6 - C_6
W_7 - C_7
